,Subject_ID,ROI,mean,var,std,CV
0,0025427,Accumbens-area,1085.2519834041595,60.23628615771486,7.76120391161802,0.007151522439307687
1,0025427,Amygdala,3325.8994491398335,36.76531137555838,6.063440555951578,0.0018230979765548072
2,0025427,Brain-Stem,20008.904694020748,109442.74360476939,330.8213167327181,0.01653370445767465
3,0025427,CSF,1326.3809797167778,184.47362635800175,13.582106845331536,0.010239974074591844
4,0025427,Caudate,8873.752864301205,11.52960164737511,3.395526711332884,0.00038264832965914213
5,0025427,Cerebellum,136187.9764173925,20700345.681678746,4549.7632555638265,0.033407965778268066
6,0025427,Cingulate,22130.188161581755,89.47206176355888,9.458967267284462,0.00042742371633808934
7,0025427,Combined-Cerebral-WM,510577.9586921632,6804231.177509797,2608.4921271703693,0.00510890077169014
8,0025427,Frontal,179759.60875108838,1608405.3714125343,1268.2292266828322,0.007055140114590138
9,0025427,Hippocampus,7896.20287925005,135.53164385485843,11.64180586742703,0.0014743549583838356
10,0025427,Insula,11091.93383038044,62892.5651984744,250.78390139415728,0.022609574239188884
11,0025427,Occipital,49673.602240383625,214597.65188667926,463.24685847470056,0.009325815676361203
12,0025427,Pallidum,2365.5852138251066,644.5106145380887,25.387213603270617,0.010731895623501964
13,0025427,Parietal,120107.45066329837,1679301.1272402366,1295.8785156179713,0.010789326627627417
14,0025427,Putamen,12018.891316205263,9936.693060593117,99.68296273984394,0.008293856739135316
15,0025427,Temporal,99345.83248078823,116286.38572546134,341.00789686671675,0.0034325334878306225
16,0025427,Thalamus,15589.864261597395,19448.849717670386,139.4591327868863,0.00894550013051857
17,0025427,Total-Lateral-Ventricle,29797.43854433298,453965.35877378355,673.7695145773394,0.022611658836879454
18,0025427,VentralDC,8860.20436450839,64730.53664476131,254.4219657277282,0.02871513514370781
19,0025427,rd-Ventricle,1488.2769772410393,5084.554326492424,71.30606093799057,0.047911821541563725
20,0025427,th-Ventricle,3081.8549528717995,30325.440610517377,174.14201276692933,0.05650558362737241
21,0025428,Accumbens-area,1102.401983141899,1863.795400997107,43.17169675837524,0.03916148321443854
22,0025428,Amygdala,3029.3759536743164,24396.63708584573,156.19422872131264,0.05155986946151909
23,0025428,Brain-Stem,18101.65322318673,22978.31960972399,151.58601389878945,0.008374153014080515
24,0025428,CSF,960.2284853160381,5050.024346048499,71.0635233157525,0.07400688940441452
25,0025428,Caudate,7334.3688878417015,226.12137108423428,15.037332578759914,0.0020502558309669337
26,0025428,Cerebellum,125966.91957369447,33429840.03143597,5781.854376533187,0.04589978381705704
27,0025428,Cingulate,19873.419696092606,185542.82043730118,430.7468170948001,0.021674519216211743
28,0025428,Combined-Cerebral-WM,386836.5945844352,1332262.0000381884,1154.2365442309424,0.002983783231446595
29,0025428,Frontal,149170.69771885872,3538619.219205779,1881.1217980784177,0.012610531604697316
30,0025428,Hippocampus,9010.095362216234,36.76531137555838,6.063440555951578,0.0006729607525996417
31,0025428,Insula,10821.30683451891,189745.24258877302,435.5975695395614,0.040253693588102296
32,0025428,Occipital,43387.09833651781,1494236.3734998142,1222.389616079838,0.02817403474643023
33,0025428,Pallidum,2041.0214687883854,4006.6934377913863,63.29844735687745,0.03101312177497741
34,0025428,Parietal,99658.13397601247,6670768.744203652,2582.7831392131343,0.025916430863885186
35,0025428,Putamen,10609.504337757826,31951.643863281075,178.75022758945252,0.01684812239091171
36,0025428,Temporal,79412.21628561616,13610490.094297076,3689.2397718631782,0.04645682924393341
37,0025428,Thalamus,16610.632245987654,73921.27624366891,271.8846745288688,0.016368111129216247
38,0025428,Total-Lateral-Ventricle,16144.66675311327,183875.02826430945,428.80651611689564,0.026560258113361577
39,0025428,VentralDC,8113.3218759298325,25935.485958781104,161.0449811660739,0.01984945052455684
40,0025428,rd-Ventricle,753.5709884762764,322.12295214809234,17.94778404561667,0.02381697851971075
41,0025428,th-Ventricle,1482.96047732234,49.47140298695136,7.03359104490383,0.004742938974074217
42,0025429,Accumbens-area,1403.3844785392284,553.4797035722062,23.526149357092123,0.016763866008821973
43,0025429,Amygdala,3504.9454464018345,14066.172834295834,118.60089727441287,0.033838157850978295
44,0025429,Brain-Stem,18616.839215308428,51206.078614397506,226.2876015481129,0.012154995750408534
45,0025429,CSF,830.7459872961044,94.11919712142947,9.701504889522525,0.011678064098869487
46,0025429,Caudate,8380.004371851683,1.4706124550223354,1.2126881111903156,0.0001447121096098372
47,0025429,Cerebellum,119208.79067704082,2006931.9348038752,1416.6622514925268,0.011883874028472725
48,0025429,Cingulate,19042.84520879388,78201.81732875151,279.6458784404868,0.014685089091169418
49,0025429,Combined-Cerebral-WM,425150.3799985349,2395166.5639899876,1547.6325675010808,0.003640200362766732
50,0025429,Frontal,154781.4916330576,3617.9419373477485,60.149330315039656,0.00038860802852085455
51,0025429,Hippocampus,8041.8063770234585,72.06001029609443,8.48881677833221,0.0010555858199453696
52,0025429,Insula,11355.186326354742,62285.79049953219,249.57121328296697,0.021978610135504898
53,0025429,Occipital,53013.05018931627,57188.94185291578,239.14209552673026,0.004511004265416228
54,0025429,Pallidum,2156.1837170273066,957.7706756239131,30.947870292217413,0.014353076710404209
55,0025429,Parietal,108819.66383591294,808357.371777449,899.0869656365,0.008262173709635933
56,0025429,Putamen,11106.511330157518,8009.6024995318485,89.4963826058453,0.008058010291929898
57,0025429,Temporal,100438.630464077,981137.0996646006,990.5236492202498,0.009861978848611657
58,0025429,Thalamus,15784.002258628607,14883.127465309843,121.99642398574575,0.0077291185078901155
